id,component,material_category,design_code,design_name,finish,texture,color_family,application
744,Wardrobe Finish,Laminate,INT-10744,Mustard Wardrobe Finish Style 744,Natural,Fabric,Mustard,Dining
745,Wall Panel,Panel,INT-10745,Blue Wall Panel Style 745,Gloss,Smooth,Blue,Dining
746,Decor Panel,Panel,INT-10746,Walnut Decor Panel Style 746,Natural,Linear,Walnut,Office
747,Wall Panel,Panel,INT-10747,Beige Wall Panel Style 747,Gloss,Woodgrain,Beige,Dining
748,Chair Fabric,Fabric,INT-10748,Navy Chair Fabric Style 748,Polished,Pattern,Navy,Bathroom
749,Wall Panel,Panel,INT-10749,Light Oak Wall Panel Style 749,Textured,Woodgrain,Light Oak,Office
750,Wardrobe Finish,Laminate,INT-10750,Navy Wardrobe Finish Style 750,Satin,Linear,Navy,Lobby
751,Kitchen Cabinet,Laminate,INT-10751,Yellow Kitchen Cabinet Style 751,Natural,Marble,Yellow,Kitchen
752,Decor Panel,Panel,INT-10752,Ivory Decor Panel Style 752,High Gloss,Stone,Ivory,Dining
753,Wall Panel,Panel,INT-10753,Cream Wall Panel Style 753,Satin,Woodgrain,Cream,Lobby
754,Marble Flooring,Marble,INT-10754,Light Oak Marble Flooring Style 754,Polished,Concrete,Light Oak,Bathroom
755,Table Surface,Wood,INT-10755,Cream Table Surface Style 755,Gloss,Fabric,Cream,Living Room
756,Ceiling Panel,Panel,INT-10756,Grey Ceiling Panel Style 756,Polished,Woodgrain,Grey,Bedroom
757,Wood Flooring,Wood,INT-10757,Beige Wood Flooring Style 757,Matte,Stone,Beige,Bedroom
758,Sofa Fabric,Fabric,INT-10758,Terracotta Sofa Fabric Style 758,Polished,Marble,Terracotta,Lobby
759,Kitchen Cabinet,Laminate,INT-10759,Green Kitchen Cabinet Style 759,Natural,Smooth,Green,Kitchen
760,Glass Partition,Glass,INT-10760,Beige Glass Partition Style 760,Natural,Fabric,Beige,Bedroom
761,Kitchen Countertop,Stone,INT-10761,Oak Kitchen Countertop Style 761,High Gloss,Fabric,Oak,Bathroom
762,Wallpaper,Wallpaper,INT-10762,Oak Wallpaper Style 762,Gloss,Pattern,Oak,Office
763,Sofa Fabric,Fabric,INT-10763,Oak Sofa Fabric Style 763,Polished,Marble,Oak,Dining
764,Wood Flooring,Wood,INT-10764,Mustard Wood Flooring Style 764,High Gloss,Pattern,Mustard,Dining
765,Table Surface,Wood,INT-10765,Mahogany Table Surface Style 765,High Gloss,Fabric,Mahogany,Bathroom
766,Table Surface,Wood,INT-10766,Walnut Table Surface Style 766,Natural,Marble,Walnut,Bedroom
767,Sofa Fabric,Fabric,INT-10767,Olive Sofa Fabric Style 767,High Gloss,Woodgrain,Olive,Lobby
768,Glass Partition,Glass,INT-10768,Beige Glass Partition Style 768,Gloss,Fabric,Beige,Lobby
769,Wood Flooring,Wood,INT-10769,Black Wood Flooring Style 769,Natural,Linear,Black,Kitchen
770,Glass Partition,Glass,INT-10770,Green Glass Partition Style 770,Natural,Marble,Green,Bedroom
771,Wood Flooring,Wood,INT-10771,Oak Wood Flooring Style 771,Satin,Stone,Oak,Dining
772,Chair Fabric,Fabric,INT-10772,Red Chair Fabric Style 772,Gloss,Linear,Red,Bedroom
773,Sofa Fabric,Fabric,INT-10773,Teak Sofa Fabric Style 773,Textured,Pattern,Teak,Office
774,Floor Tile,Tile,INT-10774,White Floor Tile Style 774,Gloss,Linear,White,Office
775,Kitchen Cabinet,Laminate,INT-10775,Light Oak Kitchen Cabinet Style 775,Gloss,Woodgrain,Light Oak,Office
776,Ceiling Panel,Panel,INT-10776,Blue Ceiling Panel Style 776,Natural,Fabric,Blue,Office
777,Chair Fabric,Fabric,INT-10777,Oak Chair Fabric Style 777,High Gloss,Smooth,Oak,Bedroom
778,Chair Fabric,Fabric,INT-10778,Walnut Chair Fabric Style 778,Polished,Smooth,Walnut,Office
779,TV Unit Panel,Panel,INT-10779,Terracotta TV Unit Panel Style 779,Polished,Fabric,Terracotta,Kitchen
780,Floor Tile,Tile,INT-10780,Blue Floor Tile Style 780,Satin,Fabric,Blue,Living Room
781,False Ceiling,Gypsum,INT-10781,Terracotta False Ceiling Style 781,Polished,Concrete,Terracotta,Bathroom
782,False Ceiling,Gypsum,INT-10782,Red False Ceiling Style 782,Natural,Marble,Red,Bedroom
783,Wardrobe Finish,Laminate,INT-10783,Oak Wardrobe Finish Style 783,Natural,Fabric,Oak,Kitchen
784,Wall Panel,Panel,INT-10784,Walnut Wall Panel Style 784,Gloss,Marble,Walnut,Lobby
785,Table Surface,Wood,INT-10785,Charcoal Table Surface Style 785,Natural,Smooth,Charcoal,Bedroom
786,Ceiling Panel,Panel,INT-10786,Sand Ceiling Panel Style 786,Gloss,Pattern,Sand,Living Room
787,Floor Tile,Tile,INT-10787,Blue Floor Tile Style 787,Matte,Woodgrain,Blue,Kitchen
788,Chair Fabric,Fabric,INT-10788,Navy Chair Fabric Style 788,Polished,Stone,Navy,Bathroom
789,Ceiling Panel,Panel,INT-10789,Yellow Ceiling Panel Style 789,Gloss,Stone,Yellow,Kitchen
790,Chair Fabric,Fabric,INT-10790,Navy Chair Fabric Style 790,High Gloss,Stone,Navy,Living Room
791,Decor Panel,Panel,INT-10791,Mahogany Decor Panel Style 791,Natural,Woodgrain,Mahogany,Kitchen
792,Decor Panel,Panel,INT-10792,Blue Decor Panel Style 792,Satin,Marble,Blue,Bathroom
793,Decor Panel,Panel,INT-10793,White Decor Panel Style 793,Natural,Linear,White,Dining
794,Kitchen Countertop,Stone,INT-10794,Ivory Kitchen Countertop Style 794,Natural,Concrete,Ivory,Kitchen
795,Glass Partition,Glass,INT-10795,Blue Glass Partition Style 795,Satin,Concrete,Blue,Kitchen
796,Wall Panel,Panel,INT-10796,Grey Wall Panel Style 796,Polished,Marble,Grey,Bathroom
797,Decor Panel,Panel,INT-10797,Cream Decor Panel Style 797,Satin,Stone,Cream,Dining
798,Wall Paint,Paint,INT-10798,Green Wall Paint Style 798,Polished,Woodgrain,Green,Office
799,Table Surface,Wood,INT-10799,Teak Table Surface Style 799,High Gloss,Stone,Teak,Living Room
800,Marble Flooring,Marble,INT-10800,White Marble Flooring Style 800,Natural,Smooth,White,Bedroom
801,Wardrobe Finish,Laminate,INT-10801,Green Wardrobe Finish Style 801,Gloss,Linear,Green,Lobby
802,Ceiling Panel,Panel,INT-10802,Olive Ceiling Panel Style 802,Polished,Stone,Olive,Bedroom
803,Wardrobe Finish,Laminate,INT-10803,White Wardrobe Finish Style 803,High Gloss,Woodgrain,White,Lobby
804,Wallpaper,Wallpaper,INT-10804,Terracotta Wallpaper Style 804,Textured,Marble,Terracotta,Kitchen
805,Marble Flooring,Marble,INT-10805,Sand Marble Flooring Style 805,Matte,Linear,Sand,Bedroom
806,Ceiling Panel,Panel,INT-10806,Navy Ceiling Panel Style 806,High Gloss,Marble,Navy,Living Room
807,Ceiling Panel,Panel,INT-10807,Navy Ceiling Panel Style 807,Matte,Fabric,Navy,Dining
808,Ceiling Panel,Panel,INT-10808,Cream Ceiling Panel Style 808,Satin,Stone,Cream,Dining
809,Ceiling Panel,Panel,INT-10809,Olive Ceiling Panel Style 809,Gloss,Linear,Olive,Dining
810,Decor Panel,Panel,INT-10810,Walnut Decor Panel Style 810,High Gloss,Woodgrain,Walnut,Office
811,Sofa Fabric,Fabric,INT-10811,Green Sofa Fabric Style 811,Natural,Linear,Green,Office
812,Wall Paint,Paint,INT-10812,Olive Wall Paint Style 812,High Gloss,Smooth,Olive,Bedroom
813,Wardrobe Panel,Panel,INT-10813,Teak Wardrobe Panel Style 813,High Gloss,Stone,Teak,Lobby
814,Table Surface,Wood,INT-10814,Yellow Table Surface Style 814,Polished,Concrete,Yellow,Kitchen
815,Table Surface,Wood,INT-10815,Beige Table Surface Style 815,Satin,Fabric,Beige,Kitchen
816,Glass Partition,Glass,INT-10816,Mustard Glass Partition Style 816,Satin,Linear,Mustard,Bathroom
817,Sofa Fabric,Fabric,INT-10817,Ivory Sofa Fabric Style 817,Polished,Woodgrain,Ivory,Living Room
818,Wall Paint,Paint,INT-10818,Cream Wall Paint Style 818,Matte,Concrete,Cream,Kitchen
819,Wardrobe Finish,Laminate,INT-10819,Blue Wardrobe Finish Style 819,Textured,Woodgrain,Blue,Living Room
820,Decor Panel,Panel,INT-10820,Charcoal Decor Panel Style 820,Gloss,Woodgrain,Charcoal,Living Room
821,Wall Panel,Panel,INT-10821,Grey Wall Panel Style 821,Satin,Linear,Grey,Living Room
822,Floor Tile,Tile,INT-10822,Ivory Floor Tile Style 822,Gloss,Stone,Ivory,Living Room
823,Wall Panel,Panel,INT-10823,Olive Wall Panel Style 823,Textured,Linear,Olive,Office
824,Floor Tile,Tile,INT-10824,Green Floor Tile Style 824,Polished,Pattern,Green,Office
825,Wall Paint,Paint,INT-10825,Terracotta Wall Paint Style 825,High Gloss,Smooth,Terracotta,Dining
826,Decor Panel,Panel,INT-10826,Ivory Decor Panel Style 826,High Gloss,Concrete,Ivory,Bathroom
827,Marble Flooring,Marble,INT-10827,Yellow Marble Flooring Style 827,Satin,Concrete,Yellow,Bedroom
828,Chair Fabric,Fabric,INT-10828,Oak Chair Fabric Style 828,Matte,Linear,Oak,Kitchen
829,Wallpaper,Wallpaper,INT-10829,White Wallpaper Style 829,Polished,Pattern,White,Kitchen
830,Wood Flooring,Wood,INT-10830,Terracotta Wood Flooring Style 830,Polished,Pattern,Terracotta,Living Room
831,Wardrobe Finish,Laminate,INT-10831,Black Wardrobe Finish Style 831,Natural,Fabric,Black,Office
832,Wall Panel,Panel,INT-10832,Mahogany Wall Panel Style 832,Matte,Stone,Mahogany,Office
833,False Ceiling,Gypsum,INT-10833,Mustard False Ceiling Style 833,Polished,Marble,Mustard,Bedroom
834,Wall Panel,Panel,INT-10834,Mahogany Wall Panel Style 834,Satin,Marble,Mahogany,Kitchen
835,Glass Partition,Glass,INT-10835,Red Glass Partition Style 835,High Gloss,Smooth,Red,Lobby
836,Wallpaper,Wallpaper,INT-10836,Black Wallpaper Style 836,Matte,Woodgrain,Black,Living Room
837,TV Unit Panel,Panel,INT-10837,Walnut TV Unit Panel Style 837,Gloss,Linear,Walnut,Office
838,Wardrobe Finish,Laminate,INT-10838,Olive Wardrobe Finish Style 838,Textured,Stone,Olive,Lobby
839,Floor Tile,Tile,INT-10839,Beige Floor Tile Style 839,Satin,Pattern,Beige,Bedroom
840,Sofa Fabric,Fabric,INT-10840,White Sofa Fabric Style 840,Textured,Pattern,White,Bedroom
841,Marble Flooring,Marble,INT-10841,Charcoal Marble Flooring Style 841,Satin,Marble,Charcoal,Dining
842,Decor Panel,Panel,INT-10842,Red Decor Panel Style 842,High Gloss,Concrete,Red,Lobby
843,Ceiling Panel,Panel,INT-10843,Walnut Ceiling Panel Style 843,Satin,Smooth,Walnut,Dining
844,Wardrobe Panel,Panel,INT-10844,Sand Wardrobe Panel Style 844,High Gloss,Smooth,Sand,Bedroom
845,Wardrobe Panel,Panel,INT-10845,Red Wardrobe Panel Style 845,Polished,Stone,Red,Kitchen
846,TV Unit Panel,Panel,INT-10846,Teak TV Unit Panel Style 846,Polished,Concrete,Teak,Lobby
847,Table Surface,Wood,INT-10847,Teak Table Surface Style 847,Satin,Smooth,Teak,Bedroom
848,False Ceiling,Gypsum,INT-10848,Terracotta False Ceiling Style 848,Satin,Concrete,Terracotta,Lobby
849,Kitchen Countertop,Stone,INT-10849,Charcoal Kitchen Countertop Style 849,Satin,Woodgrain,Charcoal,Bathroom
850,Wardrobe Panel,Panel,INT-10850,Grey Wardrobe Panel Style 850,Textured,Woodgrain,Grey,Kitchen
851,Wood Flooring,Wood,INT-10851,White Wood Flooring Style 851,Gloss,Woodgrain,White,Office
852,Glass Partition,Glass,INT-10852,Blue Glass Partition Style 852,High Gloss,Woodgrain,Blue,Dining
853,Floor Tile,Tile,INT-10853,Light Oak Floor Tile Style 853,Polished,Linear,Light Oak,Kitchen
854,Wood Flooring,Wood,INT-10854,Charcoal Wood Flooring Style 854,High Gloss,Pattern,Charcoal,Bedroom
855,Glass Partition,Glass,INT-10855,Sand Glass Partition Style 855,Gloss,Fabric,Sand,Dining
856,Wardrobe Panel,Panel,INT-10856,Sand Wardrobe Panel Style 856,Polished,Pattern,Sand,Lobby
857,Floor Tile,Tile,INT-10857,Olive Floor Tile Style 857,Matte,Smooth,Olive,Dining
858,Marble Flooring,Marble,INT-10858,Walnut Marble Flooring Style 858,Satin,Marble,Walnut,Dining
859,Wardrobe Finish,Laminate,INT-10859,Mahogany Wardrobe Finish Style 859,Textured,Fabric,Mahogany,Kitchen
860,False Ceiling,Gypsum,INT-10860,Grey False Ceiling Style 860,Textured,Smooth,Grey,Bedroom
861,Wall Paint,Paint,INT-10861,Charcoal Wall Paint Style 861,Polished,Stone,Charcoal,Dining
862,Wall Paint,Paint,INT-10862,Terracotta Wall Paint Style 862,Polished,Smooth,Terracotta,Bathroom
863,Wall Paint,Paint,INT-10863,Yellow Wall Paint Style 863,Gloss,Concrete,Yellow,Kitchen
864,False Ceiling,Gypsum,INT-10864,White False Ceiling Style 864,Matte,Linear,White,Lobby
865,Wardrobe Panel,Panel,INT-10865,Black Wardrobe Panel Style 865,Matte,Pattern,Black,Living Room
866,Sofa Fabric,Fabric,INT-10866,Blue Sofa Fabric Style 866,Polished,Linear,Blue,Bathroom
867,Marble Flooring,Marble,INT-10867,Charcoal Marble Flooring Style 867,Natural,Linear,Charcoal,Kitchen
868,Table Surface,Wood,INT-10868,Oak Table Surface Style 868,Natural,Concrete,Oak,Lobby
869,Kitchen Cabinet,Laminate,INT-10869,Blue Kitchen Cabinet Style 869,Satin,Marble,Blue,Dining
870,Kitchen Countertop,Stone,INT-10870,Mustard Kitchen Countertop Style 870,Textured,Linear,Mustard,Dining
871,Wood Flooring,Wood,INT-10871,Black Wood Flooring Style 871,Gloss,Woodgrain,Black,Kitchen
872,Glass Partition,Glass,INT-10872,Light Oak Glass Partition Style 872,Satin,Marble,Light Oak,Dining
873,Ceiling Panel,Panel,INT-10873,Cream Ceiling Panel Style 873,Natural,Smooth,Cream,Office
874,False Ceiling,Gypsum,INT-10874,Green False Ceiling Style 874,High Gloss,Smooth,Green,Office
875,Wardrobe Finish,Laminate,INT-10875,Ivory Wardrobe Finish Style 875,Satin,Pattern,Ivory,Kitchen
876,Ceiling Panel,Panel,INT-10876,Grey Ceiling Panel Style 876,Gloss,Concrete,Grey,Kitchen
877,Floor Tile,Tile,INT-10877,Green Floor Tile Style 877,Satin,Pattern,Green,Kitchen
878,Kitchen Countertop,Stone,INT-10878,White Kitchen Countertop Style 878,Polished,Pattern,White,Lobby
879,Wardrobe Finish,Laminate,INT-10879,Oak Wardrobe Finish Style 879,Textured,Stone,Oak,Living Room
880,Wardrobe Finish,Laminate,INT-10880,Charcoal Wardrobe Finish Style 880,Satin,Stone,Charcoal,Office
881,Wardrobe Panel,Panel,INT-10881,Walnut Wardrobe Panel Style 881,Gloss,Pattern,Walnut,Dining
882,False Ceiling,Gypsum,INT-10882,Terracotta False Ceiling Style 882,Polished,Smooth,Terracotta,Office
883,TV Unit Panel,Panel,INT-10883,Yellow TV Unit Panel Style 883,Polished,Pattern,Yellow,Kitchen
884,Marble Flooring,Marble,INT-10884,Mustard Marble Flooring Style 884,High Gloss,Stone,Mustard,Office
885,Wardrobe Finish,Laminate,INT-10885,Black Wardrobe Finish Style 885,High Gloss,Linear,Black,Bedroom
886,Wardrobe Finish,Laminate,INT-10886,Green Wardrobe Finish Style 886,Textured,Smooth,Green,Bedroom
887,False Ceiling,Gypsum,INT-10887,Sand False Ceiling Style 887,Textured,Marble,Sand,Office
888,Table Surface,Wood,INT-10888,Light Oak Table Surface Style 888,Textured,Marble,Light Oak,Bedroom
889,Wood Flooring,Wood,INT-10889,Green Wood Flooring Style 889,High Gloss,Woodgrain,Green,Bedroom
890,Kitchen Countertop,Stone,INT-10890,Mahogany Kitchen Countertop Style 890,Gloss,Stone,Mahogany,Lobby
891,Wardrobe Panel,Panel,INT-10891,Walnut Wardrobe Panel Style 891,Natural,Pattern,Walnut,Lobby
892,Wood Flooring,Wood,INT-10892,Navy Wood Flooring Style 892,Natural,Stone,Navy,Lobby
893,Wall Panel,Panel,INT-10893,Cream Wall Panel Style 893,High Gloss,Fabric,Cream,Kitchen
894,Wood Flooring,Wood,INT-10894,Black Wood Flooring Style 894,High Gloss,Woodgrain,Black,Dining
895,Floor Tile,Tile,INT-10895,Mustard Floor Tile Style 895,Textured,Pattern,Mustard,Bedroom
896,False Ceiling,Gypsum,INT-10896,Red False Ceiling Style 896,Polished,Pattern,Red,Lobby
897,Decor Panel,Panel,INT-10897,Blue Decor Panel Style 897,Satin,Woodgrain,Blue,Living Room
898,Decor Panel,Panel,INT-10898,Olive Decor Panel Style 898,Matte,Concrete,Olive,Kitchen
899,Table Surface,Wood,INT-10899,Blue Table Surface Style 899,Satin,Smooth,Blue,Living Room
900,Wall Paint,Paint,INT-10900,Terracotta Wall Paint Style 900,Gloss,Marble,Terracotta,Living Room
901,Kitchen Countertop,Stone,INT-10901,Oak Kitchen Countertop Style 901,High Gloss,Linear,Oak,Bedroom
902,Wood Flooring,Wood,INT-10902,Oak Wood Flooring Style 902,Textured,Stone,Oak,Bedroom
903,Wood Flooring,Wood,INT-10903,Teak Wood Flooring Style 903,Satin,Concrete,Teak,Kitchen
904,Kitchen Countertop,Stone,INT-10904,Charcoal Kitchen Countertop Style 904,Polished,Marble,Charcoal,Lobby
905,Sofa Fabric,Fabric,INT-10905,Beige Sofa Fabric Style 905,Natural,Smooth,Beige,Kitchen
906,Chair Fabric,Fabric,INT-10906,Yellow Chair Fabric Style 906,Gloss,Concrete,Yellow,Office
907,Ceiling Panel,Panel,INT-10907,Mahogany Ceiling Panel Style 907,Matte,Concrete,Mahogany,Lobby
908,Glass Partition,Glass,INT-10908,Charcoal Glass Partition Style 908,Natural,Woodgrain,Charcoal,Living Room
909,False Ceiling,Gypsum,INT-10909,Blue False Ceiling Style 909,High Gloss,Fabric,Blue,Office
910,Wood Flooring,Wood,INT-10910,Oak Wood Flooring Style 910,Matte,Concrete,Oak,Office
911,Wardrobe Panel,Panel,INT-10911,Mahogany Wardrobe Panel Style 911,High Gloss,Smooth,Mahogany,Office
912,Marble Flooring,Marble,INT-10912,Red Marble Flooring Style 912,Matte,Woodgrain,Red,Dining
913,Wall Paint,Paint,INT-10913,Mustard Wall Paint Style 913,Natural,Smooth,Mustard,Bathroom
914,Kitchen Cabinet,Laminate,INT-10914,Blue Kitchen Cabinet Style 914,Satin,Pattern,Blue,Living Room
915,Wall Paint,Paint,INT-10915,Charcoal Wall Paint Style 915,High Gloss,Concrete,Charcoal,Bathroom
916,Wardrobe Finish,Laminate,INT-10916,Grey Wardrobe Finish Style 916,Gloss,Stone,Grey,Dining
917,Kitchen Cabinet,Laminate,INT-10917,Ivory Kitchen Cabinet Style 917,Matte,Pattern,Ivory,Living Room
918,Wardrobe Panel,Panel,INT-10918,Olive Wardrobe Panel Style 918,Textured,Pattern,Olive,Bedroom
919,Sofa Fabric,Fabric,INT-10919,Beige Sofa Fabric Style 919,Textured,Stone,Beige,Living Room
920,Floor Tile,Tile,INT-10920,Terracotta Floor Tile Style 920,Matte,Concrete,Terracotta,Dining
921,Chair Fabric,Fabric,INT-10921,Blue Chair Fabric Style 921,Natural,Pattern,Blue,Office
922,Kitchen Cabinet,Laminate,INT-10922,Navy Kitchen Cabinet Style 922,Satin,Pattern,Navy,Bedroom
923,Wardrobe Finish,Laminate,INT-10923,Terracotta Wardrobe Finish Style 923,Textured,Fabric,Terracotta,Dining
924,Wardrobe Panel,Panel,INT-10924,Yellow Wardrobe Panel Style 924,Matte,Pattern,Yellow,Dining
925,Floor Tile,Tile,INT-10925,Terracotta Floor Tile Style 925,Natural,Fabric,Terracotta,Kitchen
926,False Ceiling,Gypsum,INT-10926,Oak False Ceiling Style 926,Matte,Linear,Oak,Dining
927,Kitchen Countertop,Stone,INT-10927,Ivory Kitchen Countertop Style 927,Textured,Smooth,Ivory,Living Room
928,Decor Panel,Panel,INT-10928,Teak Decor Panel Style 928,Matte,Pattern,Teak,Dining
929,Table Surface,Wood,INT-10929,Walnut Table Surface Style 929,Gloss,Marble,Walnut,Living Room
930,Kitchen Countertop,Stone,INT-10930,Grey Kitchen Countertop Style 930,High Gloss,Woodgrain,Grey,Living Room
931,Kitchen Countertop,Stone,INT-10931,Olive Kitchen Countertop Style 931,Polished,Marble,Olive,Bathroom
932,Marble Flooring,Marble,INT-10932,Mustard Marble Flooring Style 932,Matte,Concrete,Mustard,Bathroom
933,Wallpaper,Wallpaper,INT-10933,Blue Wallpaper Style 933,High Gloss,Linear,Blue,Lobby
934,Wallpaper,Wallpaper,INT-10934,Green Wallpaper Style 934,Satin,Linear,Green,Bathroom
935,Wood Flooring,Wood,INT-10935,Terracotta Wood Flooring Style 935,High Gloss,Concrete,Terracotta,Bathroom
936,Wood Flooring,Wood,INT-10936,Cream Wood Flooring Style 936,Textured,Concrete,Cream,Bedroom
937,Wood Flooring,Wood,INT-10937,Terracotta Wood Flooring Style 937,Matte,Linear,Terracotta,Lobby
938,Kitchen Countertop,Stone,INT-10938,Olive Kitchen Countertop Style 938,Gloss,Concrete,Olive,Bedroom
939,Wall Panel,Panel,INT-10939,Blue Wall Panel Style 939,Textured,Linear,Blue,Lobby
940,Wall Paint,Paint,INT-10940,Green Wall Paint Style 940,Polished,Woodgrain,Green,Bathroom
941,Marble Flooring,Marble,INT-10941,Sand Marble Flooring Style 941,Polished,Marble,Sand,Dining
942,Wall Paint,Paint,INT-10942,Black Wall Paint Style 942,Satin,Smooth,Black,Bathroom
943,Decor Panel,Panel,INT-10943,Mahogany Decor Panel Style 943,Matte,Marble,Mahogany,Bedroom
944,Kitchen Countertop,Stone,INT-10944,Terracotta Kitchen Countertop Style 944,Matte,Marble,Terracotta,Living Room
945,Wall Panel,Panel,INT-10945,Light Oak Wall Panel Style 945,Gloss,Linear,Light Oak,Dining
946,Marble Flooring,Marble,INT-10946,Cream Marble Flooring Style 946,Polished,Linear,Cream,Lobby
947,Wallpaper,Wallpaper,INT-10947,Black Wallpaper Style 947,Gloss,Stone,Black,Dining
948,Marble Flooring,Marble,INT-10948,Mahogany Marble Flooring Style 948,High Gloss,Linear,Mahogany,Dining
949,Wall Paint,Paint,INT-10949,Mahogany Wall Paint Style 949,Polished,Woodgrain,Mahogany,Bathroom
950,Table Surface,Wood,INT-10950,Olive Table Surface Style 950,High Gloss,Linear,Olive,Bedroom
951,Table Surface,Wood,INT-10951,Beige Table Surface Style 951,High Gloss,Smooth,Beige,Bathroom
952,Wardrobe Finish,Laminate,INT-10952,Terracotta Wardrobe Finish Style 952,Natural,Pattern,Terracotta,Office
953,Decor Panel,Panel,INT-10953,Sand Decor Panel Style 953,Satin,Smooth,Sand,Living Room
954,Kitchen Cabinet,Laminate,INT-10954,Sand Kitchen Cabinet Style 954,Satin,Fabric,Sand,Dining
955,Decor Panel,Panel,INT-10955,Mahogany Decor Panel Style 955,Gloss,Stone,Mahogany,Office
956,False Ceiling,Gypsum,INT-10956,Light Oak False Ceiling Style 956,High Gloss,Marble,Light Oak,Office
957,Wallpaper,Wallpaper,INT-10957,Grey Wallpaper Style 957,Satin,Smooth,Grey,Living Room
958,False Ceiling,Gypsum,INT-10958,Blue False Ceiling Style 958,Gloss,Pattern,Blue,Kitchen
959,Sofa Fabric,Fabric,INT-10959,Yellow Sofa Fabric Style 959,Gloss,Concrete,Yellow,Living Room
960,Table Surface,Wood,INT-10960,Grey Table Surface Style 960,Polished,Fabric,Grey,Kitchen
961,Wardrobe Finish,Laminate,INT-10961,Cream Wardrobe Finish Style 961,Polished,Marble,Cream,Bedroom
962,Decor Panel,Panel,INT-10962,Cream Decor Panel Style 962,Satin,Fabric,Cream,Office
963,Kitchen Countertop,Stone,INT-10963,Black Kitchen Countertop Style 963,High Gloss,Smooth,Black,Living Room
964,Wallpaper,Wallpaper,INT-10964,Olive Wallpaper Style 964,Gloss,Marble,Olive,Dining
